# min_read_ani:0.95 max_insert_relative:3 min_insert:50 min_mapq:1 pairing_filter:paired_only
scaffold	pass_pairing_filter	filtered_pairs	unfiltered_singletons	pass_min_insert	filtered_singletons	unfiltered_pairs	mean_PID	pass_min_mapq	mean_pair_length	mean_insert_distance	mean_mapq_score	pass_max_insert	mean_mistmaches	unfiltered_reads	median_insert	unfiltered_priority_reads	pass_min_read_ani	filtered_priority_reads
NORP83_134	1128	1112	264	1128.0	0	1128	0.9875847942252338	1112.0	220.22606382978717	175.4450354609929	30.90691489361702	1128.0	2.7287234042553186	2520	170.0	0	1128.0	0
NORP83_164	1321	1321	129	1321.0	0	1321	0.9923497305436946	1321.0	220.02573807721424	172.6442089326268	41.28614685844058	1321.0	1.6828160484481454	2771	163.0	0	1321.0	0
NORP83_150	1215	1215	208	1215.0	0	1215	0.9900493171922641	1215.0	220.0460905349794	179.62139917695472	40.574485596707824	1215.0	2.1868312757201647	2638	168.0	0	1215.0	0
NORP83_161	1236	1236	78	1236.0	0	1236	0.9906133598430216	1236.0	219.8082524271845	176.65614886731393	41.00889967637541	1236.0	2.058252427184466	2550	168.0	0	1236.0	0
NORP83_159	1459	1458	205	1459.0	0	1459	0.9922693770281894	1458.0	219.8176833447567	179.26113776559288	38.98217957505141	1459.0	1.6997943797121315	3123	169.0	0	1459.0	0
NORP83_157	585	584	117	585.0	0	585	0.9894128710206276	584.0	219.17606837606843	172.35042735042737	39.364102564102566	585.0	2.311111111111111	1287	162.0	0	585.0	0
NORP83_167	886	886	151	886.0	0	886	0.9892776169040488	886.0	220.3103837471783	177.2415349887133	41.06997742663657	886.0	2.36568848758465	1923	168.0	0	886.0	0
NORP83_156	698	698	51	698.0	0	698	0.9937224303043796	698.0	219.5186246418338	179.8638968481375	39.968481375358174	698.0	1.3724928366762177	1447	170.0	0	698.0	0
NORP83_142	2753	2752	440	2753.0	0	2753	0.9888120809186762	2753.0	219.60770069015618	173.55139847439156	40.66472938612422	2753.0	2.4602252088630583	5946	165.0	0	2752.0	0
NORP83_163	2538	2537	235	2538.0	0	2538	0.9956587666518496	2538.0	219.9330181245075	178.73561859732072	41.519700551615436	2537.0	0.954688731284476	5311	169.0	0	2538.0	0
NORP83_154	700	700	125	700.0	0	700	0.9929773976977352	700.0	219.8742857142857	178.3914285714286	41.42142857142857	700.0	1.54	1525	172.0	0	700.0	0
NORP83_175	1318	1307	104	1318.0	0	1318	0.9906293532135678	1308.0	220.45902883156296	178.50455235204856	39.43778452200304	1317.0	2.0637329286798183	2740	169.0	0	1318.0	0
NORP83_145	4083	4031	391	4083.0	0	4083	0.9926188801120852	4031.0	220.43693362723488	177.26500122458978	38.69434239529758	4083.0	1.6228263531716876	8557	169.0	0	4083.0	0
NORP83_184	1613	1612	141	1613.0	0	1613	0.9920913405391608	1612.0	220.11035337879727	178.30502169869808	41.57408555486671	1613.0	1.7414755114693117	3367	168.0	0	1613.0	0
NORP83_160	1172	1171	190	1172.0	0	1172	0.9895947474275336	1172.0	220.10665529010242	177.0179180887372	39.389931740614344	1172.0	2.2713310580204777	2534	167.0	0	1171.0	0
NORP83_152	3043	3043	177	3043.0	0	3043	0.995381830655758	3043.0	220.02398948406181	177.96713769306606	41.00460072297075	3043.0	1.0170883996056523	6263	170.0	0	3043.0	0
NORP83_172	1099	1098	146	1099.0	0	1099	0.9907101822841036	1098.0	220.30755232029117	178.86715195632394	40.29026387625114	1099.0	2.0500454959053687	2344	168.0	0	1099.0	0
NORP83_151	1496	1496	163	1496.0	0	1496	0.9902778260346458	1496.0	219.24398395721929	178.2159090909091	39.669786096256686	1496.0	2.1336898395721926	3155	170.0	0	1496.0	0
NORP83_158	2360	2360	310	2360.0	0	2360	0.9925262564717041	2360.0	219.65847457627117	176.23559322033898	40.35	2360.0	1.6351694915254238	5030	166.0	0	2360.0	0
NORP83_177	754	753	116	754.0	0	754	0.992414729567218	753.0	219.37798408488064	174.10742705570289	36.44164456233422	754.0	1.6750663129973475	1624	167.5	0	754.0	0
NORP83_168	909	908	116	909.0	0	909	0.9942977483388534	909.0	219.003300330033	174.9306930693069	35.308030803080314	909.0	1.2464246424642464	1934	166.0	0	908.0	0
NORP83_179	1240	1240	136	1240.0	0	1240	0.991538079331052	1240.0	219.92580645161289	178.92741935483872	41.26451612903226	1240.0	1.8620967741935484	2616	171.0	0	1240.0	0
NORP83_170	4695	4695	318	4695.0	0	4695	0.9954135385141472	4695.0	220.26687965921192	176.32715654952077	41.69073482428115	4695.0	1.007454739084132	9708	168.0	0	4695.0	0
NORP83_165	110	103	126	110.0	0	110	0.9808101804789388	103.0	218.38181818181815	158.85454545454544	30.081818181818186	110.0	4.1454545454545455	346	152.5	0	110.0	0
NORP83_133	7032	7030	584	7032.0	0	7032	0.990874809525298	7031.0	219.85565984072812	176.91737770193402	40.51862912400455	7031.0	2.0089590443686007	14648	168.0	0	7032.0	0
NORP83_174	1720	1717	150	1720.0	0	1720	0.9922116826419274	1719.0	219.99244186046508	176.78662790697675	38.818604651162794	1720.0	1.7046511627906975	3590	167.0	0	1718.0	0
NORP83_178	1986	1983	288	1986.0	0	1986	0.9919563411950624	1983.0	220.06948640483384	177.11681772406845	32.4441087613293	1986.0	1.7633434038267874	4260	168.0	0	1986.0	0
NORP83_183	743	743	182	743.0	0	743	0.9882559326461209	743.0	220.2314939434724	172.32839838492595	39.662180349932704	743.0	2.5895020188425297	1668	166.0	0	743.0	0
NORP83_166	2317	2317	197	2317.0	0	2317	0.9918782066039631	2317.0	219.88260681916267	175.2101855848079	41.457488131204144	2317.0	1.7811825636599048	4831	167.0	0	2317.0	0
NORP83_196	741	741	117	741.0	0	741	0.9927779724708182	741.0	218.6923076923077	173.306342780027	40.384615384615394	741.0	1.5641025641025639	1599	168.0	0	741.0	0
NORP83_190	986	983	144	986.0	0	986	0.9915533820697208	985.0	219.315415821501	175.71906693711966	41.199797160243406	984.0	1.858012170385396	2116	168.0	0	986.0	0
NORP83_162	774	773	143	774.0	0	774	0.9884846845852844	773.0	221.374677002584	173.10852713178295	38.54005167958656	774.0	2.546511627906977	1691	165.0	0	774.0	0
NORP83_209	630	630	107	630.0	0	630	0.9900822886139647	630.0	219.83333333333331	176.56031746031746	36.66984126984128	630.0	2.1777777777777776	1367	167.0	0	630.0	0
NORP83_176	1043	1041	197	1043.0	0	1043	0.9918208368254404	1042.0	220.20805369127513	175.18791946308724	38.752636625119855	1042.0	1.794822627037392	2283	167.0	0	1043.0	0
NORP83_221	982	981	158	982.0	0	982	0.990842625104639	981.0	219.77291242362529	177.6435845213849	39.19450101832994	982.0	2.0132382892057032	2122	168.0	0	982.0	0
NORP83_171	841	840	116	841.0	0	841	0.9909625154778297	840.0	221.0	176.49940546967895	40.028537455410216	841.0	2.005945303210464	1798	171.0	0	841.0	0
NORP83_187	717	717	162	717.0	0	717	0.9892680952585988	717.0	220.75034867503487	178.17991631799163	40.220362622036255	717.0	2.3695955369595536	1596	168.0	0	717.0	0
NORP83_185	4235	4235	241	4235.0	0	4235	0.9932548377285978	4235.0	220.1936245572609	176.4819362455726	41.056434474616296	4235.0	1.4854781582054308	8711	167.0	0	4235.0	0
NORP83_194	2010	2009	127	2010.0	0	2010	0.9955289457352549	2009.0	220.12437810945275	177.06368159203979	40.51691542288558	2010.0	0.9845771144278608	4147	168.0	0	2010.0	0
NORP83_186	3589	3579	260	3589.0	0	3589	0.991246819873734	3580.0	219.5667316801337	176.44803566453052	35.4215658957927	3588.0	1.9225410977988295	7438	168.0	0	3589.0	0
NORP83_217	591	591	106	591.0	0	591	0.9937959487329734	591.0	219.62098138747882	181.45685279187816	40.981387478849406	591.0	1.362098138747885	1288	171.0	0	591.0	0
NORP83_169	1386	1386	87	1386.0	0	1386	0.9963853559297706	1386.0	219.13708513708517	175.3131313131313	41.7005772005772	1386.0	0.7914862914862915	2859	168.0	0	1386.0	0
NORP83_181	4141	4139	215	4141.0	0	4141	0.9920669157506742	4141.0	220.4670369475972	178.53465346534654	40.55107461965709	4139.0	1.7488529340738952	8497	168.0	0	4141.0	0
NORP83_213	1446	1445	187	1446.0	0	1446	0.988760122565746	1446.0	220.21023513139698	179.53112033195018	40.7655601659751	1446.0	2.472337482710927	3079	173.0	0	1445.0	0
NORP83_202	767	767	116	767.0	0	767	0.9955438796748154	767.0	218.96479791395046	174.7535853976532	40.2542372881356	767.0	0.9778357235984356	1650	165.0	0	767.0	0
NORP83_192	904	903	154	904.0	0	904	0.9909865804792888	903.0	220.34181415929203	174.55530973451332	38.30752212389381	904.0	1.9800884955752207	1962	168.0	0	904.0	0
NORP83_198	625	625	123	625.0	0	625	0.9899986181232217	625.0	219.3776	176.0176	41.0336	625.0	2.1952	1373	167.0	0	625.0	0
NORP83_193	670	669	128	670.0	0	670	0.9891221827420124	670.0	220.2029850746269	175.56716417910445	39.65970149253732	669.0	2.4	1468	165.0	0	670.0	0
NORP83_210	643	641	114	643.0	0	643	0.9919152897145909	641.0	219.87713841368583	171.04976671850702	41.31881804043546	643.0	1.776049766718507	1400	162.0	0	643.0	0
NORP83_200	922	921	171	922.0	0	922	0.9912291497574554	921.0	218.72776572668118	170.93600867678958	40.48481561822126	922.0	1.9121475054229933	2015	163.0	0	922.0	0
NORP83_199	1522	1521	141	1522.0	0	1522	0.99068186921611	1522.0	219.81997371879103	179.16097240473061	40.82128777923784	1521.0	2.0459921156373198	3185	169.0	0	1522.0	0
NORP83_239	612	611	172	612.0	0	612	0.9896646893244682	611.0	219.62745098039213	170.0751633986928	38.282679738562095	612.0	2.2761437908496736	1396	160.0	0	612.0	0
NORP83_182	920	920	63	920.0	0	920	0.9944099453294064	920.0	220.7097826086957	178.28152173913043	39.80434782608695	920.0	1.2282608695652173	1903	171.5	0	920.0	0
NORP83_252	1900	1899	157	1900.0	0	1900	0.9937519229617092	1899.0	220.0684210526316	179.68105263157898	40.87157894736842	1900.0	1.3705263157894736	3957	171.0	0	1900.0	0
NORP83_180	1751	1747	273	1751.0	0	1751	0.9900718563103847	1747.0	219.61050828098232	175.3780696744717	37.896059394631635	1751.0	2.18275271273558	3775	167.0	0	1751.0	0
NORP83_197	1579	1578	185	1579.0	0	1579	0.9904093431103856	1578.0	220.3812539582014	174.62697910069664	40.11842938568714	1579.0	2.1139962001266626	3343	165.0	0	1579.0	0
NORP83_236	1061	1061	130	1061.0	0	1061	0.9916626063457766	1061.0	219.73515551366637	174.01979264844485	41.2818096135721	1061.0	1.8312912346842598	2252	167.0	0	1061.0	0
NORP83_211	4870	4869	281	4870.0	0	4870	0.9938329666520636	4870.0	219.67577002053392	178.38809034907595	41.14743326488706	4869.0	1.3540041067761808	10021	170.0	0	4870.0	0
NORP83_233	1440	1440	73	1440.0	0	1440	0.990882928800208	1440.0	221.13819444444442	177.13333333333333	41.36736111111111	1440.0	2.0111111111111106	2953	169.0	0	1440.0	0
NORP83_219	1952	1950	118	1952.0	0	1952	0.9920095149385132	1950.0	220.37961065573768	177.36936475409837	40.26536885245903	1952.0	1.7617827868852458	4022	167.0	0	1952.0	0
NORP83_230	753	752	72	753.0	0	753	0.9964547978950182	753.0	219.83665338645417	172.9840637450199	41.96281540504648	752.0	0.7795484727755644	1578	165.0	0	753.0	0
NORP83_188	1423	1422	118	1423.0	0	1423	0.9966870195332826	1423.0	219.72312016865777	177.40056219255095	41.613492621222775	1422.0	0.7266338721011947	2964	168.0	0	1423.0	0
NORP83_244	805	803	165	805.0	0	805	0.9891324679321232	805.0	220.31304347826088	173.71552795031056	40.21242236024845	805.0	2.3850931677018634	1775	165.0	0	803.0	0
NORP83_214	2802	2800	286	2802.0	0	2802	0.9927863663945032	2800.0	220.56745182012847	177.65774446823696	40.99964311206281	2802.0	1.586009992862241	5890	170.5	0	2802.0	0
NORP83_208	967	967	218	967.0	0	967	0.9863272192335872	967.0	218.9979317476732	169.1520165460186	39.13753877973113	967.0	2.986556359875905	2152	163.0	0	967.0	0
NORP83_215	1384	1384	144	1384.0	0	1384	0.9915386701036462	1384.0	220.39378612716763	176.1387283236994	41.48554913294797	1384.0	1.864884393063584	2912	169.0	0	1384.0	0
NORP83_207	920	919	105	920.0	0	920	0.989847158471042	919.0	220.74565217391304	178.5369565217391	38.49021739130435	920.0	2.243478260869565	1945	169.0	0	920.0	0
NORP83_173	1496	1495	114	1496.0	0	1496	0.9926544240412688	1496.0	219.70588235294116	174.20320855614975	40.508021390374324	1496.0	1.6116310160427807	3106	167.0	0	1495.0	0
NORP83_220	1846	1846	258	1846.0	0	1846	0.9925638139974712	1846.0	219.62676056338032	172.9035752979415	40.537919826652214	1846.0	1.631094257854821	3950	164.0	0	1846.0	0
NORP83_228	815	815	293	815.0	0	815	0.991112704909856	815.0	219.7779141104294	174.18895705521473	40.379141104294476	815.0	1.9496932515337424	1923	166.0	0	815.0	0
NORP83_216	1267	1267	128	1267.0	0	1267	0.990803648116538	1267.0	220.5201262825572	177.1483820047356	41.40015785319653	1267.0	2.028413575374901	2662	168.0	0	1267.0	0
NORP83_191	1026	1025	235	1026.0	0	1026	0.9870810000491608	1025.0	220.0360623781676	175.41715399610138	39.333333333333336	1026.0	2.8421052631578947	2287	165.0	0	1026.0	0
NORP83_195	825	825	83	825.0	0	825	0.991665805659411	825.0	219.91272727272727	178.8921212121212	41.17333333333333	825.0	1.827878787878788	1733	169.0	0	825.0	0
NORP83_288	540	540	132	540.0	0	540	0.9916618364419733	540.0	218.34444444444443	174.8962962962963	40.53518518518519	540.0	1.825925925925926	1212	164.0	0	540.0	0
NORP83_204	710	709	111	710.0	0	710	0.9902158171038136	709.0	221.1112676056338	177.80845070422538	40.91971830985916	710.0	2.1591549295774652	1531	171.5	0	710.0	0
NORP83_212	908	885	176	908.0	0	908	0.9907769464564841	885.0	220.6288546255507	176.95484581497794	28.133259911894275	908.0	2.0308370044052864	1992	164.5	0	908.0	0
NORP83_266	1584	1583	98	1584.0	0	1584	0.9929643405991496	1584.0	220.60858585858585	177.13762626262627	39.675505050505045	1583.0	1.5492424242424243	3266	168.0	0	1584.0	0
NORP83_260	1062	1062	126	1062.0	0	1062	0.9916977903162512	1062.0	219.4905838041431	176.69774011299438	39.663841807909606	1062.0	1.8182674199623352	2250	167.5	0	1062.0	0
NORP83_274	1893	1892	127	1893.0	0	1893	0.9961926569267108	1892.0	219.63021658742736	177.32065504490228	40.31907025884839	1893.0	0.8330692023243529	3913	169.0	0	1893.0	0
NORP83_238	965	964	140	965.0	0	965	0.9928649845985832	964.0	219.8041450777202	174.96994818652848	36.12020725388601	965.0	1.5678756476683935	2070	167.0	0	965.0	0
NORP83_310	2452	2451	252	2452.0	0	2452	0.9909079878513634	2451.0	220.05097879282215	178.21778140293637	40.7173735725938	2452.0	2.004078303425775	5156	170.0	0	2452.0	0
NORP83_234	755	754	82	755.0	0	755	0.9886803368999352	755.0	219.67284768211917	174.65033112582782	36.95364238410596	754.0	2.491390728476821	1592	167.0	0	755.0	0
NORP83_251	1555	1554	143	1555.0	0	1555	0.9915199213982272	1554.0	219.30546623794208	177.05787781350483	40.41736334405145	1555.0	1.8565916398713824	3253	169.0	0	1555.0	0
NORP83_245	862	860	78	862.0	0	862	0.9939626399775604	861.0	219.8909512761021	177.68097447795827	41.38747099767981	862.0	1.3271461716937354	1802	167.0	0	861.0	0
NORP83_227	1335	1333	179	1335.0	0	1335	0.9909162781033596	1333.0	220.88988764044944	175.37153558052438	37.13408239700375	1335.0	2.009737827715356	2849	165.0	0	1335.0	0
NORP83_270	1000	1000	176	1000.0	0	1000	0.9885119349252864	1000.0	219.5	175.005	40.795	1000.0	2.522	2176	166.5	0	1000.0	0
NORP83_189	770	770	124	770.0	0	770	0.9889924290202936	770.0	219.0246753246753	176.62337662337663	40.766233766233775	770.0	2.4142857142857137	1664	169.0	0	770.0	0
NORP83_223	2947	2946	444	2947.0	0	2947	0.9920127778368996	2946.0	220.2646759416356	176.2124194095691	40.924329826942646	2947.0	1.7543264336613504	6338	168.0	0	2947.0	0
NORP83_256	817	813	104	817.0	0	817	0.9899971454258976	813.0	220.0269277845777	175.85924112607103	33.82986536107711	817.0	2.1921664626682986	1738	166.0	0	817.0	0
NORP83_241	653	651	106	653.0	0	653	0.992871828475214	651.0	219.5252679938744	173.01225114854518	36.81163859111792	653.0	1.5681470137825422	1412	164.0	0	653.0	0
NORP83_243	1091	1088	123	1091.0	0	1091	0.9919650208193638	1088.0	219.5948670944088	177.974335472044	36.14023831347388	1091.0	1.765352887259395	2305	170.0	0	1091.0	0
NORP83_205	744	743	116	744.0	0	744	0.9901817436066987	744.0	219.61290322580646	174.2715053763441	40.38440860215053	744.0	2.1518817204301075	1604	167.0	0	743.0	0
NORP83_203	968	966	111	968.0	0	968	0.9942027979351672	966.0	220.7324380165289	176.6849173553719	37.48450413223141	968.0	1.2758264462809918	2047	169.0	0	968.0	0
NORP83_294	1731	1707	136	1731.0	0	1731	0.9920813355399294	1709.0	219.65569035239747	174.83015597920277	40.35875216637782	1730.0	1.7383015597920275	3598	166.0	0	1730.0	0
NORP83_222	1664	1662	163	1664.0	0	1664	0.9934406434143264	1663.0	220.03545673076923	178.31490384615384	40.325120192307686	1664.0	1.4429086538461535	3491	167.0	0	1663.0	0
NORP83_289	889	884	138	889.0	0	889	0.9907768616030714	884.0	221.12823397075368	177.65129358830146	37.49381327334083	889.0	2.035995500562429	1916	169.0	0	889.0	0
NORP83_229	1953	1952	126	1953.0	0	1953	0.9936101101665618	1952.0	220.26574500768052	175.58678955453152	37.50281618023553	1953.0	1.4101382488479262	4032	168.0	0	1953.0	0
NORP83_272	811	809	88	811.0	0	811	0.9926966855218816	809.0	220.2983970406905	177.28113440197288	36.071516646115896	811.0	1.6054254007398274	1710	170.0	0	811.0	0
NORP83_206	997	995	112	997.0	0	997	0.9961240537974438	996.0	220.10431293881646	177.43731193580743	41.4383149448345	996.0	0.8495486459378134	2106	167.0	0	997.0	0
NORP83_258	1128	1127	139	1128.0	0	1128	0.9891046793757672	1127.0	220.9654255319149	176.02836879432624	35.913120567375884	1128.0	2.4060283687943262	2395	167.0	0	1128.0	0
NORP83_355	599	598	104	599.0	0	599	0.9936372287124686	598.0	219.2754590984975	174.21202003338902	40.57429048414024	599.0	1.3823038397328882	1302	165.0	0	599.0	0
NORP83_240	1183	1183	190	1183.0	0	1183	0.9905040285999429	1183.0	219.34573119188502	175.38715131022823	38.87743026204565	1183.0	2.0862214708368554	2556	168.0	0	1183.0	0
NORP83_275	1945	1945	144	1945.0	0	1945	0.9913154389521156	1945.0	220.65244215938304	177.55321336760926	41.67249357326478	1945.0	1.9146529562982004	4034	169.0	0	1945.0	0
NORP83_242	1217	1214	107	1217.0	0	1217	0.9942908531287132	1216.0	220.90797041906328	175.5907970419063	39.143796220213645	1217.0	1.257189811010682	2541	166.0	0	1215.0	0
NORP83_246	4376	4374	336	4376.0	0	4376	0.9926788005617028	4375.0	220.5278793418647	176.81284277879342	41.445612431444246	4375.0	1.6160877513711152	9088	168.0	0	4376.0	0
NORP83_201	1284	1284	149	1284.0	0	1284	0.9904332039004552	1284.0	219.50155763239877	177.12071651090343	41.01557632398754	1284.0	2.0957943925233646	2717	167.0	0	1284.0	0
NORP83_284	3203	3196	330	3203.0	0	3203	0.9917530663574564	3197.0	220.11239463003437	178.00499531689042	38.535123321885735	3202.0	1.8120512019981267	6736	170.0	0	3203.0	0
NORP83_263	771	770	81	771.0	0	771	0.989249528640928	770.0	219.84046692607004	177.93644617380025	40.75616083009079	771.0	2.363164721141375	1623	170.0	0	771.0	0
NORP83_254	923	922	155	923.0	0	923	0.9884699957271776	922.0	219.65980498374861	176.63488624052002	39.82556879739978	923.0	2.5395449620801736	2001	169.0	0	923.0	0
NORP83_253	1431	1426	203	1431.0	0	1431	0.9921232309034558	1429.0	220.60866526904263	175.96505939902167	40.9077568134172	1428.0	1.7393431167016074	3065	166.0	0	1431.0	0
NORP83_225	1007	1007	128	1007.0	0	1007	0.991793147950184	1007.0	219.92850049652432	175.01986097318766	41.19165839126117	1007.0	1.807348560079444	2142	166.0	0	1007.0	0
NORP83_268	1002	1002	144	1002.0	0	1002	0.9915222888514964	1002.0	220.5558882235529	177.14570858283435	41.41217564870259	1002.0	1.8792415169660681	2148	168.0	0	1002.0	0
NORP83_324	1097	1097	150	1097.0	0	1097	0.990758165628802	1097.0	220.45852324521422	175.77575205104833	39.890610756608936	1097.0	2.04102096627165	2344	168.0	0	1097.0	0
NORP83_226	1031	1020	220	1031.0	0	1031	0.9898117404056236	1021.0	218.57613967022309	177.95732298739085	36.10766246362755	1030.0	2.234723569350145	2282	167.0	0	1031.0	0
NORP83_250	1057	1057	150	1057.0	0	1057	0.9916534196847075	1057.0	219.46263008514663	172.98391674550618	40.99621570482498	1057.0	1.8325449385052035	2264	163.0	0	1057.0	0
NORP83_257	748	748	184	748.0	0	748	0.9917155620378352	748.0	221.25	174.17379679144386	40.6216577540107	748.0	1.8342245989304813	1680	168.0	0	748.0	0
NORP83_282	889	889	130	889.0	0	889	0.9899182505491833	889.0	220.29358830146234	176.89313835770528	41.37232845894263	889.0	2.224971878515185	1908	166.0	0	889.0	0
NORP83_297	3473	3469	251	3473.0	0	3473	0.99549262530508	3472.0	220.07659084365105	177.4143391880219	40.523178807947026	3471.0	0.9907860639216816	7197	168.0	0	3472.0	0
NORP83_224	1265	1263	147	1265.0	0	1265	0.9895151442880076	1264.0	219.6790513833992	177.19604743083005	40.526482213438726	1264.0	2.297233201581028	2677	168.0	0	1265.0	0
NORP83_262	860	860	126	860.0	0	860	0.9895714592538132	860.0	219.63488372093025	175.04534883720933	40.282558139534885	860.0	2.2895348837209304	1846	165.0	0	860.0	0
NORP83_267	2466	2466	255	2466.0	0	2466	0.9908899582117948	2466.0	220.08231954582317	176.19748580697487	40.809407948094076	2466.0	2.0016220600162207	5187	166.0	0	2466.0	0
NORP83_312	943	940	526	943.0	0	943	0.9898626310141779	940.0	219.3001060445387	171.83138918345702	37.376458112407214	943.0	2.204665959703075	2412	162.0	0	943.0	0
NORP83_293	598	598	125	598.0	0	598	0.9902234388478688	598.0	220.247491638796	175.752508361204	40.23913043478261	598.0	2.1505016722408032	1321	166.0	0	598.0	0
NORP83_259	2093	2088	164	2093.0	0	2093	0.9918236100581922	2088.0	220.17725752508358	179.41280458671764	40.96416626851409	2093.0	1.7998088867654085	4350	173.0	0	2093.0	0
NORP83_218	744	744	109	744.0	0	744	0.9918275232904392	744.0	219.82526881720432	176.3763440860215	39.928763440860216	744.0	1.7956989247311828	1597	170.0	0	744.0	0
NORP83_360	3853	3852	171	3853.0	0	3853	0.9939505731408436	3853.0	220.12691409291457	178.69971450817542	39.34985725408772	3852.0	1.3350635868154686	7877	169.0	0	3853.0	0
NORP83_261	2199	2198	183	2199.0	0	2199	0.993211192277676	2198.0	220.88858572078217	176.97771714415646	41.305593451568896	2199.0	1.500682128240109	4581	168.0	0	2199.0	0
NORP83_325	886	884	89	886.0	0	886	0.9889098663969904	885.0	220.1410835214447	174.56094808126412	38.71331828442438	886.0	2.4424379232505644	1861	167.5	0	885.0	0
NORP83_277	1252	1243	239	1252.0	0	1252	0.9898193860317974	1244.0	219.9512779552716	174.54632587859425	34.13738019169329	1251.0	2.2332268370607027	2743	165.0	0	1252.0	0
NORP83_237	516	516	90	516.0	0	516	0.9893182449348524	516.0	219.7751937984496	175.3624031007752	39.53100775193799	516.0	2.362403100775194	1122	169.0	0	516.0	0
NORP83_271	1530	1528	100	1530.0	0	1530	0.9929746730191358	1528.0	219.45751633986927	176.3660130718954	40.547058823529404	1530.0	1.5405228758169935	3160	168.0	0	1530.0	0
NORP83_343	1316	1316	77	1316.0	0	1316	0.9930898593294464	1316.0	220.31686930091183	175.7203647416413	41.670972644376896	1316.0	1.5296352583586623	2709	168.0	0	1316.0	0
NORP83_235	932	932	128	932.0	0	932	0.9890283147686302	932.0	220.57618025751077	178.87875536480686	41.021459227467815	932.0	2.429184549356223	1992	171.0	0	932.0	0
NORP83_281	1771	1771	385	1771.0	0	1771	0.9887064016164252	1771.0	221.0564652738566	178.07453416149067	40.37605872388481	1771.0	2.483907396950875	3927	170.0	0	1771.0	0
NORP83_265	1216	1216	203	1216.0	0	1216	0.9897023648304666	1216.0	218.702302631579	173.16858552631575	39.95559210526316	1216.0	2.2401315789473686	2635	165.0	0	1216.0	0
NORP83_269	1392	1387	137	1392.0	0	1392	0.9901395787823912	1387.0	220.36422413793102	179.45474137931038	41.31465517241379	1392.0	2.17816091954023	2921	172.0	0	1392.0	0
NORP83_341	563	547	83	563.0	0	563	0.9918737205724112	547.0	218.1492007104796	174.55595026642982	33.26465364120781	563.0	1.758436944937833	1209	171.0	0	563.0	0
NORP83_231	992	991	156	992.0	0	992	0.9861532816678088	992.0	220.30443548387098	172.72379032258064	40.136088709677416	991.0	3.048387096774193	2140	163.5	0	992.0	0
NORP83_295	1939	1939	133	1939.0	0	1939	0.996607728764316	1939.0	219.8380608561114	178.44352759154202	41.11397627643115	1939.0	0.7467766890149562	4011	169.0	0	1939.0	0
NORP83_279	1384	1369	112	1384.0	0	1384	0.9954386272035256	1369.0	218.9660404624277	176.67124277456645	30.439306358381504	1384.0	0.9956647398843932	2880	167.0	0	1384.0	0
NORP83_301	640	640	118	640.0	0	640	0.9918348034300783	640.0	218.1890625	177.0625	39.63125	640.0	1.7796875	1398	171.0	0	640.0	0
NORP83_326	1016	1016	91	1016.0	0	1016	0.992919774931606	1016.0	219.7509842519685	182.28838582677162	40.71259842519685	1016.0	1.5452755905511808	2123	173.5	0	1016.0	0
NORP83_286	935	935	77	935.0	0	935	0.992730180742818	935.0	220.7112299465241	178.26524064171124	41.52941176470589	935.0	1.603208556149733	1947	171.0	0	935.0	0
NORP83_299	2077	2077	320	2077.0	0	2077	0.9920200537684852	2077.0	219.87144920558498	176.75108329321137	40.499277804525754	2077.0	1.7506018295618682	4474	167.0	0	2077.0	0
NORP83_232	1123	1122	112	1123.0	0	1123	0.9901969252501198	1123.0	219.7079252003562	175.17542297417634	41.12555654496883	1123.0	2.157613535173642	2358	167.0	0	1122.0	0
NORP83_292	986	984	141	986.0	0	986	0.9888776203240368	984.0	218.00101419878297	176.6957403651116	39.800202839756594	986.0	2.4208924949290056	2113	169.0	0	986.0	0
NORP83_333	696	696	136	696.0	0	696	0.9898437907101708	696.0	219.54597701149424	172.58045977011494	40.01724137931035	696.0	2.23132183908046	1528	166.5	0	696.0	0
NORP83_319	2032	2031	178	2032.0	0	2032	0.9907011088343816	2031.0	219.8705708661417	178.13779527559055	40.95472440944882	2032.0	2.043307086614173	4242	169.0	0	2032.0	0
NORP83_248	908	908	95	908.0	0	908	0.9919666598348093	908.0	220.58259911894277	177.11563876651982	41.229074889867846	908.0	1.7775330396475768	1911	168.0	0	908.0	0
NORP83_290	887	887	142	887.0	0	887	0.9917105259132444	887.0	218.3810597519729	176.71364148816238	40.13866967305524	887.0	1.8128523111612176	1916	168.0	0	887.0	0
NORP83_358	980	980	119	980.0	0	980	0.9895469889428632	980.0	217.9448979591837	177.05816326530612	41.132653061224495	980.0	2.2775510204081635	2079	168.5	0	980.0	0
NORP83_255	1539	1537	110	1539.0	0	1539	0.9908790694613708	1537.0	220.7004548408057	176.2085769980507	38.10721247563353	1539.0	2.0181936322287197	3188	169.0	0	1539.0	0
NORP83_307	547	546	157	547.0	0	547	0.9948897814580754	547.0	221.12248628884828	179.09140767824496	39.776965265082275	547.0	1.1316270566727604	1251	170.0	0	546.0	0
NORP83_278	1075	1075	137	1075.0	0	1075	0.988925204464158	1075.0	221.36372093023255	178.36093023255813	40.564651162790696	1075.0	2.4558139534883723	2287	170.0	0	1075.0	0
