# min_read_ani:0.95 max_insert_relative:3 min_insert:50 min_mapq:1 pairing_filter:paired_only
scaffold	pass_pairing_filter	filtered_pairs	unfiltered_singletons	pass_min_insert	filtered_singletons	unfiltered_pairs	mean_PID	pass_min_mapq	mean_pair_length	mean_insert_distance	mean_mapq_score	pass_max_insert	mean_mistmaches	unfiltered_reads	median_insert	unfiltered_priority_reads	pass_min_read_ani	filtered_priority_reads
NORP83_41	2166	2165	237	2166.0	0	2166	0.9923706505801692	2166.0	219.7363804247461	176.15697137580793	40.863804247460756	2165.0	1.6740535549399815	4569	169.0	0	2166.0	0
NORP83_66	747	747	110	747.0	0	747	0.991904841087096	747.0	220.4323962516734	177.21419009370814	40.555555555555564	747.0	1.7791164658634535	1604	168.0	0	747.0	0
NORP83_59	1531	1529	214	1531.0	0	1531	0.9957391763532448	1530.0	220.50881776616592	178.12148922273025	41.549314173742644	1531.0	0.9320705421293272	3276	167.0	0	1530.0	0
NORP83_62	1052	1052	172	1052.0	0	1052	0.9887825204516912	1052.0	219.9334600760456	175.1929657794677	40.194866920152094	1052.0	2.4686311787072244	2276	163.0	0	1052.0	0
NORP83_49	1653	1653	133	1653.0	0	1653	0.9959572082672584	1653.0	220.18209316394436	175.90744101633393	41.08892921960072	1653.0	0.8880822746521476	3439	168.0	0	1653.0	0
NORP83_65	821	821	78	821.0	0	821	0.992289493620412	821.0	219.88672350791717	177.49939098660167	41.56029232643118	821.0	1.6979293544457978	1720	168.0	0	821.0	0
NORP83_60	1098	1096	220	1098.0	0	1098	0.9899272307639893	1098.0	219.36976320582883	174.45901639344262	39.60291438979964	1096.0	2.2030965391621136	2416	166.0	0	1098.0	0
NORP83_64	1619	1619	223	1619.0	0	1619	0.991724216830168	1619.0	219.633106856084	176.0370599135269	40.59975293390982	1619.0	1.8147004323656584	3461	167.0	0	1619.0	0
NORP83_40	3528	3528	431	3528.0	0	3528	0.990397789222594	3528.0	219.94444444444446	177.0405328798186	41.28741496598639	3528.0	2.1116780045351478	7487	169.0	0	3528.0	0
NORP83_71	998	996	76	998.0	0	998	0.9920754315715956	997.0	220.37675350701406	175.42685370741486	41.09418837675351	998.0	1.7555110220440882	2072	167.0	0	997.0	0
NORP83_61	1743	1743	169	1743.0	0	1743	0.9909051027311824	1743.0	220.16982214572576	180.23752151462998	39.512908777969024	1743.0	2.0068846815834767	3655	171.0	0	1743.0	0
NORP83_73	1081	1080	86	1081.0	0	1081	0.9901444184022712	1080.0	221.05550416281218	180.23959296947268	36.403330249768736	1081.0	2.185013876040703	2248	170.0	0	1081.0	0
NORP83_70	585	584	176	585.0	0	585	0.992697683544565	584.0	220.38119658119655	173.66153846153847	39.16410256410256	585.0	1.6051282051282052	1346	161.0	0	585.0	0
NORP83_68	1125	1125	133	1125.0	0	1125	0.9905725090255773	1125.0	221.09955555555558	175.99644444444442	38.75022222222222	1125.0	2.0871111111111107	2383	165.0	0	1125.0	0
NORP83_88	522	520	274	522.0	0	522	0.987262069050442	520.0	220.53448275862067	173.36015325670502	38.98659003831417	522.0	2.8237547892720305	1318	162.0	0	522.0	0
NORP83_77	1162	1159	149	1162.0	0	1162	0.989272443863363	1159.0	220.52925989672974	180.81669535283996	40.03356282271945	1162.0	2.354561101549053	2473	169.0	0	1162.0	0
NORP83_63	2010	2008	166	2010.0	0	2010	0.9923123200160324	2010.0	220.23134328358208	175.8875621890547	39.266666666666666	2008.0	1.6845771144278607	4186	168.0	0	2010.0	0
NORP83_83	753	751	182	753.0	0	753	0.9884109126418598	753.0	220.58698539176623	177.91500664010624	39.442231075697215	751.0	2.5604249667994687	1688	168.0	0	753.0	0
NORP83_74	648	644	187	648.0	0	648	0.9914233997427208	644.0	217.7577160493827	167.48611111111111	38.10185185185185	648.0	1.8456790123456788	1483	159.0	0	648.0	0
NORP83_69	2467	2463	224	2467.0	0	2467	0.9902366206344344	2465.0	219.9736522091609	177.4487231455209	41.015808674503454	2465.0	2.1426834211593033	5158	170.0	0	2467.0	0
NORP83_86	698	698	141	698.0	0	698	0.985496484597632	698.0	220.5286532951289	175.03868194842408	39.4512893982808	698.0	3.1905444126074505	1537	167.0	0	698.0	0
NORP83_82	984	980	71	984.0	0	984	0.9919422384929628	980.0	220.96747967479675	180.135162601626	35.522357723577244	984.0	1.7804878048780488	2039	169.0	0	984.0	0
NORP83_79	1725	1724	73	1725.0	0	1725	0.9936004170291952	1725.0	220.23130434782607	175.92115942028985	40.72	1724.0	1.4156521739130434	3523	169.0	0	1725.0	0
NORP83_85	1515	1515	196	1515.0	0	1515	0.9917800787325252	1515.0	219.65808580858086	174.0534653465347	38.16831683168317	1515.0	1.8112211221122112	3226	165.0	0	1515.0	0
NORP83_81	805	804	41	805.0	0	805	0.9938473878898536	804.0	220.7192546583851	177.20124223602485	40.58509316770185	805.0	1.3614906832298137	1651	169.0	0	805.0	0
NORP83_78	1749	1746	161	1749.0	0	1749	0.9921698657247427	1746.0	219.16866781017728	176.46255002858777	38.99828473413379	1749.0	1.711835334476844	3659	166.0	0	1749.0	0
NORP83_80	1241	1241	116	1241.0	0	1241	0.9927512055539909	1241.0	218.8460918614021	175.3142626913779	41.188557614826756	1241.0	1.5938759065269943	2598	168.0	0	1241.0	0
NORP83_75	865	864	116	865.0	0	865	0.993412172421884	864.0	219.24971098265897	176.02890173410404	40.23815028901734	865.0	1.4381502890173408	1846	165.0	0	865.0	0
NORP83_92	568	567	209	568.0	0	568	0.9901488610646042	567.0	219.95774647887325	174.56866197183098	39.32746478873239	568.0	2.1690140845070425	1345	166.0	0	568.0	0
NORP83_94	982	982	133	982.0	0	982	0.9958727232176016	982.0	220.17006109979638	178.28207739307538	41.796334012219965	982.0	0.9093686354378818	2097	170.0	0	982.0	0
NORP83_84	1332	1331	181	1332.0	0	1332	0.9918539150167124	1332.0	219.68768768768768	176.44294294294295	41.364864864864856	1331.0	1.7965465465465464	2845	168.0	0	1332.0	0
NORP83_56	3544	3542	322	3544.0	0	3544	0.9923554343870552	3544.0	220.2356094808126	177.65801354401802	39.46134311512415	3542.0	1.6839729119638829	7410	169.0	0	3544.0	0
NORP83_93	1175	1118	144	1175.0	0	1175	0.9932680147379502	1118.0	220.07659574468087	176.3651063829787	32.730212765957454	1175.0	1.4868085106382978	2494	166.0	0	1175.0	0
NORP83_96	1190	1190	134	1190.0	0	1190	0.9909636391143076	1190.0	219.4924369747899	175.98235294117646	40.844537815126046	1190.0	1.987394957983193	2514	165.0	0	1190.0	0
NORP83_103	1021	1020	85	1021.0	0	1021	0.9911547336921456	1020.0	220.13907933398627	180.2213516160627	35.027424094025456	1021.0	1.9451518119490696	2127	172.0	0	1021.0	0
NORP83_95	882	882	180	882.0	0	882	0.9872179661129284	882.0	220.19614512471657	175.79138321995464	39.98979591836735	882.0	2.8253968253968256	1944	166.0	0	882.0	0
NORP83_87	3108	3101	185	3108.0	0	3108	0.9933685326017644	3101.0	220.17471042471038	177.64092664092664	40.09427284427285	3108.0	1.4604247104247103	6401	168.0	0	3108.0	0
NORP83_99	1077	1035	82	1077.0	0	1077	0.9907536287044971	1035.0	220.37418755803157	176.9693593314763	36.16991643454039	1077.0	2.0399257195914577	2236	168.0	0	1077.0	0
NORP83_98	2834	2831	262	2834.0	0	2834	0.9910534912105922	2831.0	219.5525758645025	178.53175723359212	39.817572335920964	2834.0	1.960832745236415	5930	170.0	0	2834.0	0
NORP83_102	1369	1368	308	1369.0	0	1369	0.9878003868913172	1369.0	220.90065741417087	175.13951789627464	40.16581446311176	1368.0	2.6924762600438275	3046	166.0	0	1369.0	0
NORP83_76	4902	4898	360	4902.0	0	4902	0.9922051001906164	4900.0	220.00448796409628	177.06548347613221	39.70012239902081	4901.0	1.7125662994696045	10164	169.0	0	4901.0	0
NORP83_72	4095	4093	535	4095.0	0	4095	0.994814024177662	4094.0	220.1892551892552	176.87887667887668	41.4954822954823	4094.0	1.1365079365079365	8725	169.0	0	4095.0	0
NORP83_91	2773	2772	188	2773.0	0	2773	0.993699894988318	2772.0	220.140641904075	181.77316985214568	40.63901911287415	2773.0	1.3880274071402814	5734	171.0	0	2773.0	0
NORP83_90	3373	3362	353	3373.0	0	3373	0.9922565301500652	3363.0	219.593536910762	178.09338867477024	38.623184109101686	3372.0	1.6999703528016603	7099	168.0	0	3373.0	0
NORP83_107	759	756	143	759.0	0	759	0.9913832361797776	757.0	218.38735177865613	175.15415019762847	40.49670619235837	759.0	1.8893280632411067	1661	166.0	0	758.0	0
NORP83_110	873	873	63	873.0	0	873	0.9909100592588228	873.0	220.0252004581901	174.7502863688431	40.924398625429546	873.0	2.002290950744559	1809	165.0	0	873.0	0
NORP83_100	2717	2715	264	2717.0	0	2717	0.990753598449608	2716.0	220.15826278984173	178.11078395288922	39.486566065513436	2717.0	2.0309164519690834	5698	168.0	0	2716.0	0
NORP83_112	623	622	157	623.0	0	623	0.9897367870677511	623.0	220.18138041733548	173.19422150882824	40.38202247191011	623.0	2.2680577849117176	1403	164.0	0	622.0	0
NORP83_105	1305	1291	100	1305.0	0	1305	0.9927924455006568	1291.0	220.51034482758618	178.26436781609195	39.342528735632186	1305.0	1.5831417624521074	2710	168.0	0	1305.0	0
NORP83_89	4006	4004	326	4006.0	0	4006	0.9914959087818817	4005.0	220.03744383424862	177.1884672990514	41.49750374438342	4006.0	1.870693959061408	8338	168.0	0	4005.0	0
NORP83_67	4306	4302	289	4306.0	0	4306	0.994244087075042	4302.0	219.86925220622388	176.28657686948443	37.345332094751505	4306.0	1.265908035299582	8901	168.0	0	4306.0	0
NORP83_109	959	955	231	959.0	0	959	0.9915150142489996	957.0	219.85088633993743	177.47549530761208	39.44525547445255	959.0	1.8550573514077164	2149	166.0	0	957.0	0
NORP83_106	2121	2119	283	2121.0	0	2121	0.9906634508637184	2119.0	220.12211221122112	176.53795379537954	38.27958510136728	2121.0	2.0523338048090523	4525	169.0	0	2121.0	0
NORP83_108	2057	2051	183	2057.0	0	2057	0.9911837171554326	2051.0	219.9975692756441	177.0048614487117	39.17744287797764	2057.0	1.941662615459407	4297	168.0	0	2057.0	0
NORP83_104	3118	3115	207	3118.0	0	3118	0.9919842378187426	3116.0	221.31013470173187	176.0388069275176	41.065426555484294	3117.0	1.7774214239897368	6443	168.0	0	3118.0	0
NORP83_116	731	731	171	731.0	0	731	0.9897627080555164	731.0	219.25991792065662	173.39124487004105	40.365253077975375	731.0	2.240766073871409	1633	161.0	0	731.0	0
NORP83_97	3120	3116	262	3120.0	0	3120	0.9922405393617862	3117.0	220.59679487179488	177.1246794871795	40.05480769230768	3120.0	1.7092948717948715	6502	170.0	0	3119.0	0
NORP83_118	902	900	261	902.0	0	902	0.9891047424023109	901.0	219.75720620842569	177.44345898004434	39.93126385809313	901.0	2.3802660753880267	2065	167.0	0	902.0	0
NORP83_119	1418	1418	148	1418.0	0	1418	0.9919211292090956	1418.0	219.7299012693935	179.1156558533145	41.425246826516215	1418.0	1.777150916784203	2984	170.0	0	1418.0	0
NORP83_115	2157	2156	176	2157.0	0	2157	0.9930525636567464	2157.0	220.9949003245248	177.70097357440892	41.50440426518313	2156.0	1.5340751043115437	4490	169.0	0	2157.0	0
NORP83_128	767	767	178	767.0	0	767	0.9902743615710121	767.0	219.40286831812256	173.8044328552803	40.256844850065185	767.0	2.1329856584093867	1712	163.0	0	767.0	0
NORP83_125	797	796	77	797.0	0	797	0.9881010687416172	796.0	219.89460476787957	176.64240903387702	37.781681304893354	797.0	2.626097867001255	1671	169.0	0	797.0	0
NORP83_111	2241	2241	162	2241.0	0	2241	0.9939167979595273	2241.0	219.37081659973225	176.03302097278	41.377956269522535	2241.0	1.3404730031236056	4644	167.0	0	2241.0	0
NORP83_117	1817	1817	158	1817.0	0	1817	0.9909827468787132	1817.0	219.65547605943863	174.7138139790864	40.479361585030276	1817.0	1.9845899834892682	3792	168.0	0	1817.0	0
NORP83_114	3286	3286	164	3286.0	0	3286	0.9927561491288349	3286.0	220.05629945222157	177.8441874619598	40.524650030432134	3286.0	1.5955569080949483	6736	169.0	0	3286.0	0
NORP83_53	7014	7012	493	7014.0	0	7014	0.9931998396782972	7013.0	220.06159110350728	178.22284003421726	40.30339321357285	7013.0	1.4958654120330768	14521	169.0	0	7014.0	0
NORP83_120	699	699	166	699.0	0	699	0.9914813764318086	699.0	220.45493562231758	170.77253218884118	40.579399141630894	699.0	1.888412017167382	1564	162.0	0	699.0	0
NORP83_113	2014	2013	131	2014.0	0	2014	0.9942851757134956	2013.0	219.993545183714	178.3619662363456	41.77010923535253	2014.0	1.2576961271102285	4159	172.0	0	2014.0	0
NORP83_101	4895	4894	303	4895.0	0	4895	0.9937464198074808	4894.0	220.31664964249237	177.97303370786514	40.24106230847804	4895.0	1.3779366700715014	10093	169.0	0	4895.0	0
NORP83_122	1024	1024	100	1024.0	0	1024	0.9883849155876064	1024.0	220.1240234375	177.2314453125	40.8984375	1024.0	2.5625	2148	169.0	0	1024.0	0
NORP83_121	765	765	103	765.0	0	765	0.9938479674302496	765.0	219.7124183006536	177.08496732026143	40.318954248366005	765.0	1.3542483660130722	1633	169.0	0	765.0	0
NORP83_126	773	770	84	773.0	0	773	0.9954596559370468	770.0	219.7503234152652	177.36610608020698	34.34411384217335	773.0	0.998706338939198	1630	170.0	0	773.0	0
NORP83_127	775	775	146	775.0	0	775	0.9882932406768358	775.0	218.51096774193547	175.74580645161288	39.93806451612903	775.0	2.5664516129032258	1696	167.0	0	775.0	0
NORP83_124	2908	2907	261	2908.0	0	2908	0.991706566904984	2908.0	220.52372764786801	175.4635488308116	41.17537826685007	2907.0	1.8290921595598348	6077	167.0	0	2908.0	0
NORP83_130	707	706	56	707.0	0	707	0.9900545707939316	706.0	219.63366336633663	177.4936350777935	40.944837340876944	707.0	2.173974540311174	1470	170.0	0	707.0	0
NORP83_123	1749	1744	164	1749.0	0	1749	0.9913234606639862	1746.0	219.8193253287593	174.96740994854198	38.17038307604345	1749.0	1.9045168667810175	3662	166.0	0	1747.0	0
NORP83_129	1432	1432	194	1432.0	0	1432	0.9904108234394317	1432.0	220.48882681564243	175.2094972067039	40.50488826815643	1432.0	2.113128491620112	3058	169.0	0	1432.0	0
NORP83_153	1181	1181	77	1181.0	0	1181	0.9941409183894744	1181.0	220.48264182895846	178.07112616426758	41.662150719729034	1181.0	1.2972057578323457	2439	169.0	0	1181.0	0
NORP83_143	862	855	171	862.0	0	862	0.9919034695802342	855.0	219.330626450116	174.55452436194898	36.13921113689096	862.0	1.773781902552204	1895	165.0	0	862.0	0
NORP83_131	1185	1185	137	1185.0	0	1185	0.9929003495563	1185.0	220.22616033755278	177.68185654008442	40.554430379746826	1185.0	1.5628691983122365	2507	168.0	0	1185.0	0
NORP83_138	968	968	202	968.0	0	968	0.9904592168862064	968.0	219.29235537190084	174.98553719008262	40.448347107438025	968.0	2.0857438016528924	2138	165.0	0	968.0	0
NORP83_146	1286	1283	251	1286.0	0	1286	0.9906685576650192	1285.0	219.23716951788487	178.17807153965785	39.16407465007776	1284.0	2.0474339035769833	2823	169.0	0	1286.0	0
NORP83_137	1232	1227	158	1232.0	0	1232	0.9895492857112864	1227.0	219.5900974025974	175.41558441558442	38.435064935064936	1232.0	2.2970779220779223	2622	167.0	0	1232.0	0
NORP83_132	1239	1236	118	1239.0	0	1239	0.9912252588923388	1237.0	219.7094430992736	175.0766747376917	39.48748991121872	1238.0	1.9273607748184016	2596	164.0	0	1239.0	0
NORP83_136	1250	1249	538	1250.0	0	1250	0.9868755900259208	1250.0	220.26	177.5384	38.1328	1250.0	2.8744	3038	170.0	0	1249.0	0
NORP83_140	1769	1767	206	1769.0	0	1769	0.9906774627018294	1767.0	220.56359525155452	176.48558507631432	40.64782362916903	1769.0	2.0582249858677217	3744	165.0	0	1769.0	0
NORP83_139	579	578	157	579.0	0	579	0.9884870953014091	579.0	220.36614853195164	172.8376511226252	40.18652849740933	579.0	2.540587219343696	1315	164.0	0	578.0	0
NORP83_149	2440	2439	146	2440.0	0	2440	0.992605496388688	2439.0	220.2200819672131	176.8590163934426	37.86680327868852	2440.0	1.6258196721311475	5026	167.0	0	2440.0	0
NORP83_144	4236	4231	281	4236.0	0	4236	0.9935166455238552	4233.0	219.99551463644946	176.0323418319169	41.002832861189795	4234.0	1.4246931067044382	8753	169.0	0	4236.0	0
NORP83_135	1276	1276	121	1276.0	0	1276	0.9900544250659298	1276.0	218.49921630094045	178.96630094043888	40.48667711598746	1276.0	2.1684952978056424	2673	170.0	0	1276.0	0
NORP83_155	1014	1014	207	1014.0	0	1014	0.9889424877192272	1014.0	218.4191321499014	170.9122287968442	40.56508875739645	1014.0	2.4092702169625246	2235	164.0	0	1014.0	0
NORP83_141	1413	1411	54	1413.0	0	1413	0.993092052231598	1411.0	220.06298655343238	179.03680113234253	41.745930644019815	1413.0	1.5222929936305734	2880	172.0	0	1413.0	0
NORP83_147	966	966	339	966.0	0	966	0.9840285576991976	966.0	219.4824016563147	173.43374741200827	39.131469979296064	966.0	3.503105590062112	2271	168.0	0	966.0	0
NORP83_148	550	548	184	550.0	0	550	0.9902608724805296	548.0	218.98	172.45272727272723	36.97636363636364	550.0	2.1418181818181816	1284	162.0	0	550.0	0
